date,year,month,quarter,season,region,country,temperature,rainfall,humidity,co2,sea_level
2019-08-01,2019,8,3,Summer,Australia-Pacific,Australia,18.38,25.14,53.43,401.48,107.54
2019-09-01,2019,9,3,Autumn,Australia-Pacific,Australia,20.58,50.04,52.0,402.7,105.69
2019-10-01,2019,10,4,Autumn,Australia-Pacific,Australia,20.94,19.93,49.62,402.03,106.01
2019-11-01,2019,11,4,Autumn,Australia-Pacific,Australia,24.02,33.6,49.57,401.54,109.83
2019-12-01,2019,12,4,Winter,Australia-Pacific,Australia,28.0,79.09,58.44,401.7,104.78
2020-01-01,2020,1,1,Winter,Australia-Pacific,Australia,27.67,55.17,57.06,404.27,109.11
2020-02-01,2020,2,1,Winter,Australia-Pacific,Australia,28.38,38.79,57.24,403.63,105.51
2020-03-01,2020,3,1,Spring,Australia-Pacific,Australia,25.55,65.67,66.01,403.66,102.76
2020-04-01,2020,4,2,Spring,Australia-Pacific,Australia,23.16,46.02,53.82,403.59,107.01
2020-05-01,2020,5,2,Spring,Australia-Pacific,Australia,20.12,45.24,61.95,402.99,106.93
2020-06-01,2020,6,2,Summer,Australia-Pacific,Australia,16.88,54.07,59.35,402.7,108.27
2020-07-01,2020,7,3,Summer,Australia-Pacific,Australia,17.0,16.79,60.18,403.91,109.27
2020-08-01,2020,8,3,Summer,Australia-Pacific,Australia,17.37,20.7,55.22,403.32,108.45
2020-09-01,2020,9,3,Autumn,Australia-Pacific,Australia,19.99,10.8,51.21,403.49,113.16
2020-10-01,2020,10,4,Autumn,Australia-Pacific,Australia,22.36,38.2,57.01,403.46,111.69
2020-11-01,2020,11,4,Autumn,Australia-Pacific,Australia,24.85,62.26,48.22,403.18,109.29
2020-12-01,2020,12,4,Winter,Australia-Pacific,Australia,27.04,86.4,45.96,403.49,108.23
2021-01-01,2021,1,1,Winter,Australia-Pacific,Australia,27.3,81.99,59.38,404.46,114.75
2021-02-01,2021,2,1,Winter,Australia-Pacific,Australia,27.82,57.56,46.91,405.04,111.56
2021-03-01,2021,3,1,Spring,Australia-Pacific,Australia,25.72,21.01,51.15,405.54,114.66
2021-04-01,2021,4,2,Spring,Australia-Pacific,Australia,23.15,51.56,57.28,405.49,110.59
2021-05-01,2021,5,2,Spring,Australia-Pacific,Australia,20.6,14.94,58.61,404.6,112.31
2021-06-01,2021,6,2,Summer,Australia-Pacific,Australia,17.76,34.26,50.24,404.9,111.25
2021-07-01,2021,7,3,Summer,Australia-Pacific,Australia,17.8,41.82,49.25,404.5,107.22
2021-08-01,2021,8,3,Summer,Australia-Pacific,Australia,17.08,50.48,61.7,404.7,115.28
2021-09-01,2021,9,3,Autumn,Australia-Pacific,Australia,20.56,9.42,49.85,404.44,109.89
2021-10-01,2021,10,4,Autumn,Australia-Pacific,Australia,21.76,38.46,44.87,404.53,110.93
2021-11-01,2021,11,4,Autumn,Australia-Pacific,Australia,25.01,17.63,48.59,405.51,106.48
2021-12-01,2021,12,4,Winter,Australia-Pacific,Australia,26.68,36.12,59.16,404.29,109.24
2022-01-01,2022,1,1,Winter,Australia-Pacific,Australia,27.85,66.8,52.68,406.42,111.14
2022-02-01,2022,2,1,Winter,Australia-Pacific,Australia,25.75,52.64,54.59,406.53,114.84
2022-03-01,2022,3,1,Spring,Australia-Pacific,Australia,24.2,21.82,52.37,406.75,111.52
2022-04-01,2022,4,2,Spring,Australia-Pacific,Australia,22.73,20.68,50.09,406.5,110.14
2022-05-01,2022,5,2,Spring,Australia-Pacific,Australia,21.09,35.09,52.34,407.14,113.18
2022-06-01,2022,6,2,Summer,Australia-Pacific,Australia,17.1,0.0,48.37,406.94,114.51
2022-07-01,2022,7,3,Summer,Australia-Pacific,Australia,16.01,35.96,58.1,407.26,114.69
2022-08-01,2022,8,3,Summer,Australia-Pacific,Australia,18.92,35.89,57.27,406.57,114.3
2022-09-01,2022,9,3,Autumn,Australia-Pacific,Australia,18.62,29.61,57.7,407.26,110.41
2022-10-01,2022,10,4,Autumn,Australia-Pacific,Australia,22.5,35.57,59.94,406.38,114.02
2022-11-01,2022,11,4,Autumn,Australia-Pacific,Australia,24.5,28.88,54.23,407.23,108.78
2022-12-01,2022,12,4,Winter,Australia-Pacific,Australia,25.6,59.42,46.61,407.33,116.45
2023-01-01,2023,1,1,Winter,Australia-Pacific,Australia,27.95,58.35,63.32,408.84,111.94
2023-02-01,2023,2,1,Winter,Australia-Pacific,Australia,27.82,41.56,54.01,407.58,113.97
2023-03-01,2023,3,1,Spring,Australia-Pacific,Australia,24.8,38.83,54.17,408.07,113.66
2023-04-01,2023,4,2,Spring,Australia-Pacific,Australia,23.83,21.51,59.31,408.39,114.66
2023-05-01,2023,5,2,Spring,Australia-Pacific,Australia,20.27,21.71,57.22,408.51,111.13
2023-06-01,2023,6,2,Summer,Australia-Pacific,Australia,17.14,30.41,58.77,408.7,117.14
2023-07-01,2023,7,3,Summer,Australia-Pacific,Australia,17.56,23.41,54.99,407.8,111.49
2023-08-01,2023,8,3,Summer,Australia-Pacific,Australia,17.89,25.61,55.46,407.75,110.08
2023-09-01,2023,9,3,Autumn,Australia-Pacific,Australia,20.23,20.12,51.62,408.34,110.74
2023-10-01,2023,10,4,Autumn,Australia-Pacific,Australia,22.63,21.09,55.01,408.0,114.0
2023-11-01,2023,11,4,Autumn,Australia-Pacific,Australia,24.22,44.68,61.11,408.03,111.45
2023-12-01,2023,12,4,Winter,Australia-Pacific,Australia,26.51,74.12,54.55,408.79,113.0
1950-01-01,1950,1,1,Winter,East Asia,China,8.65,14.42,57.81,301.09,0.3
1950-02-01,1950,2,1,Winter,East Asia,China,8.29,46.24,58.1,302.06,0.02
1950-03-01,1950,3,1,Spring,East Asia,China,10.62,51.53,51.28,301.66,1.77
1950-04-01,1950,4,2,Spring,East Asia,China,15.85,53.78,56.66,301.27,0.64
1950-05-01,1950,5,2,Spring,East Asia,China,16.39,65.47,63.43,301.25,2.96
1950-06-01,1950,6,2,Summer,East Asia,China,17.9,83.88,56.43,302.47,-2.45
1950-07-01,1950,7,3,Summer,East Asia,China,18.42,88.5,66.93,301.85,-2.04
1950-08-01,1950,8,3,Summer,East Asia,China,17.88,92.58,55.42,301.8,1.17
1950-09-01,1950,9,3,Autumn,East Asia,China,15.56,65.58,60.16,301.59,0.18
1950-10-01,1950,10,4,Autumn,East Asia,China,12.82,70.94,52.75,301.67,-0.96
1950-11-01,1950,11,4,Autumn,East Asia,China,11.82,32.97,54.32,301.11,0.97
1950-12-01,1950,12,4,Winter,East Asia,China,7.65,31.21,47.24,301.6,-1.5
1951-01-01,1951,1,1,Winter,East Asia,China,7.3,46.91,51.46,303.17,-0.6
1951-02-01,1951,2,1,Winter,East Asia,China,10.32,49.53,52.96,302.48,3.32
1951-03-01,1951,3,1,Spring,East Asia,China,11.02,52.3,64.36,302.55,1.77
1951-04-01,1951,4,2,Spring,East Asia,China,14.73,68.13,57.2,302.73,-3.72
1951-05-01,1951,5,2,Spring,East Asia,China,15.32,69.2,57.31,302.88,4.62
1951-06-01,1951,6,2,Summer,East Asia,China,16.62,81.63,58.94,302.57,5.79
1951-07-01,1951,7,3,Summer,East Asia,China,18.9,98.92,66.97,302.25,1.48
1951-08-01,1951,8,3,Summer,East Asia,China,17.79,80.81,59.5,302.41,3.57
1951-09-01,1951,9,3,Autumn,East Asia,China,16.21,68.74,48.74,302.46,3.19
1951-10-01,1951,10,4,Autumn,East Asia,China,13.33,26.93,64.21,302.9,-0.96
1951-11-01,1951,11,4,Autumn,East Asia,China,11.26,35.19,54.56,302.99,6.84
1951-12-01,1951,12,4,Winter,East Asia,China,9.91,39.62,60.31,303.17,-2.27
1952-01-01,1952,1,1,Winter,East Asia,China,8.91,28.59,59.59,304.11,4.5
1952-02-01,1952,2,1,Winter,East Asia,China,9.22,10.96,58.89,304.46,4.34
1952-03-01,1952,3,1,Spring,East Asia,China,11.15,70.59,59.56,304.38,6.13
1952-04-01,1952,4,2,Spring,East Asia,China,14.3,50.93,45.81,304.01,5.28
1952-05-01,1952,5,2,Spring,East Asia,China,15.86,74.09,58.74,304.72,2.11
1952-06-01,1952,6,2,Summer,East Asia,China,17.88,89.11,65.51,303.52,1.62
1952-07-01,1952,7,3,Summer,East Asia,China,18.86,111.61,59.2,304.08,5.27
1952-08-01,1952,8,3,Summer,East Asia,China,18.18,86.37,59.65,304.67,8.67
1952-09-01,1952,9,3,Autumn,East Asia,China,15.98,66.45,57.73,304.42,2.65
1952-10-01,1952,10,4,Autumn,East Asia,China,13.47,43.32,64.49,303.74,1.7
1952-11-01,1952,11,4,Autumn,East Asia,China,10.6,62.11,55.89,303.93,1.35
1952-12-01,1952,12,4,Winter,East Asia,China,9.95,7.6,52.99,305.29,4.77
1953-01-01,1953,1,1,Winter,East Asia,China,7.61,35.57,58.34,305.89,10.02
1953-02-01,1953,2,1,Winter,East Asia,China,9.43,36.52,61.94,305.27,1.4
1953-03-01,1953,3,1,Spring,East Asia,China,9.92,38.11,53.52,305.08,5.44
1953-04-01,1953,4,2,Spring,East Asia,China,13.14,28.09,52.78,305.36,2.68
1953-05-01,1953,5,2,Spring,East Asia,China,17.28,59.77,62.4,305.54,4.37
1953-06-01,1953,6,2,Summer,East Asia,China,16.92,83.4,54.17,305.62,3.79
1953-07-01,1953,7,3,Summer,East Asia,China,17.53,106.07,60.13,305.37,4.94
1953-08-01,1953,8,3,Summer,East Asia,China,17.48,81.19,58.35,305.3,1.67
1953-09-01,1953,9,3,Autumn,East Asia,China,14.22,62.36,60.83,305.27,12.06
1953-10-01,1953,10,4,Autumn,East Asia,China,14.01,67.24,61.98,306.29,2.14
1953-11-01,1953,11,4,Autumn,East Asia,China,8.62,37.47,60.79,305.61,5.33
1953-12-01,1953,12,4,Winter,East Asia,China,9.71,39.88,61.99,305.17,1.21
1954-01-01,1954,1,1,Winter,East Asia,China,9.67,37.03,54.88,306.65,4.05
1954-02-01,1954,2,1,Winter,East Asia,China,8.62,28.91,50.5,306.82,4.22
1954-03-01,1954,3,1,Spring,East Asia,China,12.09,56.99,59.33,306.6,5.64
1954-04-01,1954,4,2,Spring,East Asia,China,14.33,67.31,57.53,307.33,6.02
1954-05-01,1954,5,2,Spring,East Asia,China,16.75,61.0,48.94,307.01,8.18
1954-06-01,1954,6,2,Summer,East Asia,China,17.99,88.31,56.26,306.58,7.66
1954-07-01,1954,7,3,Summer,East Asia,China,18.58,90.28,63.55,306.55,4.25
1954-08-01,1954,8,3,Summer,East Asia,China,18.78,98.86,56.21,307.01,6.46
1954-09-01,1954,9,3,Autumn,East Asia,China,13.4,56.75,57.75,306.76,6.74
1954-10-01,1954,10,4,Autumn,East Asia,China,14.2,50.72,52.71,307.03,5.02
1954-11-01,1954,11,4,Autumn,East Asia,China,10.44,39.02,69.21,306.0,4.83
1954-12-01,1954,12,4,Winter,East Asia,China,8.73,28.03,62.5,307.23,5.86
1955-01-01,1955,1,1,Winter,East Asia,China,8.27,34.85,57.48,308.22,6.94
1955-02-01,1955,2,1,Winter,East Asia,China,9.36,49.72,51.85,307.83,2.25
1955-03-01,1955,3,1,Spring,East Asia,China,11.92,56.57,60.53,307.68,12.85
1955-04-01,1955,4,2,Spring,East Asia,China,13.61,61.72,62.27,307.86,5.86
1955-05-01,1955,5,2,Spring,East Asia,China,16.3,95.29,59.51,308.89,11.12
1955-06-01,1955,6,2,Summer,East Asia,China,17.85,73.86,63.3,307.65,12.3
1955-07-01,1955,7,3,Summer,East Asia,China,18.42,68.84,56.3,308.51,6.79
1955-08-01,1955,8,3,Summer,East Asia,China,18.11,81.29,51.47,308.22,7.59
1955-09-01,1955,9,3,Autumn,East Asia,China,15.21,78.58,53.75,308.38,7.7
1955-10-01,1955,10,4,Autumn,East Asia,China,12.2,40.48,58.06,309.04,9.24
1955-11-01,1955,11,4,Autumn,East Asia,China,9.28,10.12,61.67,308.21,10.92
1955-12-01,1955,12,4,Winter,East Asia,China,8.09,39.59,62.23,308.07,6.22
1956-01-01,1956,1,1,Winter,East Asia,China,8.5,41.59,57.93,309.99,7.61
1956-02-01,1956,2,1,Winter,East Asia,China,8.19,62.36,54.98,309.37,8.8
1956-03-01,1956,3,1,Spring,East Asia,China,11.33,50.02,57.91,309.58,9.52
1956-04-01,1956,4,2,Spring,East Asia,China,12.32,79.37,57.26,309.83,4.87
1956-05-01,1956,5,2,Spring,East Asia,China,15.83,59.08,65.35,309.37,11.27
1956-06-01,1956,6,2,Summer,East Asia,China,17.1,79.34,56.77,310.11,3.33
1956-07-01,1956,7,3,Summer,East Asia,China,17.3,75.94,52.56,309.28,4.16
1956-08-01,1956,8,3,Summer,East Asia,China,17.03,69.25,52.91,310.08,10.21
1956-09-01,1956,9,3,Autumn,East Asia,China,15.62,55.67,50.32,309.14,8.87
1956-10-01,1956,10,4,Autumn,East Asia,China,14.04,63.29,61.15,309.3,9.07
1956-11-01,1956,11,4,Autumn,East Asia,China,10.34,39.93,68.19,308.9,8.3
1956-12-01,1956,12,4,Winter,East Asia,China,9.67,20.9,54.78,309.39,8.33
1957-01-01,1957,1,1,Winter,East Asia,China,7.3,42.16,61.33,311.15,7.89
1957-02-01,1957,2,1,Winter,East Asia,China,9.26,32.69,56.34,311.81,10.79
1957-03-01,1957,3,1,Spring,East Asia,China,10.41,55.87,51.24,310.47,7.38
1957-04-01,1957,4,2,Spring,East Asia,China,13.76,69.7,60.89,311.16,7.2
1957-05-01,1957,5,2,Spring,East Asia,China,15.79,68.82,54.86,310.84,11.82
1957-06-01,1957,6,2,Summer,East Asia,China,17.34,86.34,65.96,310.88,14.04
1957-07-01,1957,7,3,Summer,East Asia,China,18.72,80.81,52.49,310.62,7.94
1957-08-01,1957,8,3,Summer,East Asia,China,17.53,96.36,64.28,311.07,9.16
1957-09-01,1957,9,3,Autumn,East Asia,China,13.94,66.73,58.13,311.02,16.82
1957-10-01,1957,10,4,Autumn,East Asia,China,14.33,62.13,53.19,310.74,10.22
1957-11-01,1957,11,4,Autumn,East Asia,China,10.02,47.18,59.78,310.51,14.09
1957-12-01,1957,12,4,Winter,East Asia,China,8.85,18.1,57.74,311.06,13.42
1958-01-01,1958,1,1,Winter,East Asia,China,8.26,44.61,58.94,311.77,7.75
1958-02-01,1958,2,1,Winter,East Asia,China,10.05,54.44,59.61,312.9,15.17
1958-03-01,1958,3,1,Spring,East Asia,China,11.82,44.52,66.66,312.51,10.84
1958-04-01,1958,4,2,Spring,East Asia,China,13.61,62.67,49.64,312.58,9.14
1958-05-01,1958,5,2,Spring,East Asia,China,16.49,60.58,56.68,312.0,11.52
1958-06-01,1958,6,2,Summer,East Asia,China,19.03,98.4,59.77,312.29,14.53
1958-07-01,1958,7,3,Summer,East Asia,China,19.16,87.37,57.61,311.57,15.37
1958-08-01,1958,8,3,Summer,East Asia,China,19.16,90.83,47.37,312.54,9.29
1958-09-01,1958,9,3,Autumn,East Asia,China,15.01,72.52,59.27,312.1,10.05
1958-10-01,1958,10,4,Autumn,East Asia,China,13.51,49.74,52.45,312.17,13.02
1958-11-01,1958,11,4,Autumn,East Asia,China,10.48,27.3,62.95,311.2,10.66
1958-12-01,1958,12,4,Winter,East Asia,China,8.33,37.54,60.81,312.75,9.86
1959-01-01,1959,1,1,Winter,East Asia,China,8.97,38.05,49.44,314.41,9.18
1959-02-01,1959,2,1,Winter,East Asia,China,9.54,46.08,59.38,313.45,15.98
1959-03-01,1959,3,1,Spring,East Asia,China,10.16,53.31,55.18,313.38,14.79
1959-04-01,1959,4,2,Spring,East Asia,China,14.93,56.41,61.9,313.67,10.82
1959-05-01,1959,5,2,Spring,East Asia,China,16.03,62.87,54.52,313.82,14.2
1959-06-01,1959,6,2,Summer,East Asia,China,16.43,66.74,60.12,313.32,14.41
1959-07-01,1959,7,3,Summer,East Asia,China,18.91,82.72,50.94,314.32,14.55
1959-08-01,1959,8,3,Summer,East Asia,China,17.31,80.24,55.45,313.17,16.15
1959-09-01,1959,9,3,Autumn,East Asia,China,14.94,77.43,56.0,313.23,12.22
1959-10-01,1959,10,4,Autumn,East Asia,China,11.46,52.74,57.15,313.98,7.84
1959-11-01,1959,11,4,Autumn,East Asia,China,11.5,50.58,64.26,313.63,16.54
1959-12-01,1959,12,4,Winter,East Asia,China,7.7,43.45,54.14,312.99,10.13
1960-01-01,1960,1,1,Winter,East Asia,China,8.54,27.34,59.88,314.28,8.62
1960-02-01,1960,2,1,Winter,East Asia,China,10.27,51.49,52.75,315.0,18.06
1960-03-01,1960,3,1,Spring,East Asia,China,11.65,55.56,63.48,314.71,15.09
1960-04-01,1960,4,2,Spring,East Asia,China,14.13,57.14,56.05,315.03,15.1
1960-05-01,1960,5,2,Spring,East Asia,China,15.45,74.42,53.12,314.91,14.11
1960-06-01,1960,6,2,Summer,East Asia,China,17.91,61.75,62.45,314.73,18.66
1960-07-01,1960,7,3,Summer,East Asia,China,17.98,95.49,67.57,314.89,18.72
1960-08-01,1960,8,3,Summer,East Asia,China,17.67,94.36,58.35,315.34,12.94
1960-09-01,1960,9,3,Autumn,East Asia,China,14.8,59.29,58.5,314.91,17.13
1960-10-01,1960,10,4,Autumn,East Asia,China,14.42,43.75,54.33,314.43,21.09
1960-11-01,1960,11,4,Autumn,East Asia,China,10.87,47.04,51.3,315.0,16.53
1960-12-01,1960,12,4,Winter,East Asia,China,8.63,47.29,69.56,314.62,11.93
1961-01-01,1961,1,1,Winter,East Asia,China,7.9,52.95,63.21,316.3,16.61
1961-02-01,1961,2,1,Winter,East Asia,China,8.64,51.39,56.1,316.25,18.33
1961-03-01,1961,3,1,Spring,East Asia,China,11.21,51.52,58.05,316.67,21.44
1961-04-01,1961,4,2,Spring,East Asia,China,14.59,68.47,57.0,316.07,18.46
1961-05-01,1961,5,2,Spring,East Asia,China,16.38,50.99,56.36,316.32,14.97
1961-06-01,1961,6,2,Summer,East Asia,China,18.77,89.06,64.87,316.46,16.74
1961-07-01,1961,7,3,Summer,East Asia,China,17.65,96.13,58.07,315.8,14.88
1961-08-01,1961,8,3,Summer,East Asia,China,17.41,94.36,60.31,316.12,17.91
1961-09-01,1961,9,3,Autumn,East Asia,China,15.42,35.73,55.58,316.78,11.45
1961-10-01,1961,10,4,Autumn,East Asia,China,13.54,70.72,54.2,316.35,12.59
1961-11-01,1961,11,4,Autumn,East Asia,China,11.87,41.12,58.23,316.89,18.48
1961-12-01,1961,12,4,Winter,East Asia,China,8.18,29.17,60.47,316.1,10.15
1962-01-01,1962,1,1,Winter,East Asia,China,8.53,20.31,66.08,317.77,15.28
1962-02-01,1962,2,1,Winter,East Asia,China,8.74,21.97,52.5,318.11,24.7
1962-03-01,1962,3,1,Spring,East Asia,China,11.91,53.02,55.84,317.32,24.18
1962-04-01,1962,4,2,Spring,East Asia,China,14.03,82.43,64.97,317.0,16.0
1962-05-01,1962,5,2,Spring,East Asia,China,15.77,65.15,57.7,318.9,14.77
1962-06-01,1962,6,2,Summer,East Asia,China,17.84,90.53,57.99,317.74,14.87
1962-07-01,1962,7,3,Summer,East Asia,China,18.45,101.42,59.64,317.93,22.24
1962-08-01,1962,8,3,Summer,East Asia,China,18.37,90.76,52.14,317.46,17.34
1962-09-01,1962,9,3,Autumn,East Asia,China,15.76,60.93,53.32,317.22,13.05
1962-10-01,1962,10,4,Autumn,East Asia,China,13.29,38.42,53.0,317.54,13.99
1962-11-01,1962,11,4,Autumn,East Asia,China,10.95,49.85,55.25,317.53,19.61
1962-12-01,1962,12,4,Winter,East Asia,China,8.31,27.7,63.98,318.05,19.8
1963-01-01,1963,1,1,Winter,East Asia,China,9.28,14.94,64.77,319.21,22.53
1963-02-01,1963,2,1,Winter,East Asia,China,9.57,42.52,56.62,319.2,18.56
1963-03-01,1963,3,1,Spring,East Asia,China,12.03,37.1,55.29,319.87,17.62
1963-04-01,1963,4,2,Spring,East Asia,China,14.0,50.6,59.68,318.76,18.94
1963-05-01,1963,5,2,Spring,East Asia,China,16.92,58.56,61.94,319.38,22.66
1963-06-01,1963,6,2,Summer,East Asia,China,17.79,118.52,63.27,319.18,16.87
1963-07-01,1963,7,3,Summer,East Asia,China,18.31,111.19,66.55,319.64,21.86
1963-08-01,1963,8,3,Summer,East Asia,China,16.74,95.19,51.79,318.46,20.22
1963-09-01,1963,9,3,Autumn,East Asia,China,15.97,75.62,60.49,319.26,16.55
1963-10-01,1963,10,4,Autumn,East Asia,China,13.4,37.95,47.98,319.35,17.24
1963-11-01,1963,11,4,Autumn,East Asia,China,11.34,53.8,54.9,319.29,17.52
1963-12-01,1963,12,4,Winter,East Asia,China,7.48,37.31,55.65,318.87,25.43
1964-01-01,1964,1,1,Winter,East Asia,China,7.45,40.1,53.03,320.76,21.9
1964-02-01,1964,2,1,Winter,East Asia,China,9.58,31.89,54.17,320.77,26.31
1964-03-01,1964,3,1,Spring,East Asia,China,11.76,44.4,59.69,321.37,21.31
1964-04-01,1964,4,2,Spring,East Asia,China,15.29,52.08,57.79,320.65,22.19
1964-05-01,1964,5,2,Spring,East Asia,China,15.72,57.34,62.94,320.88,25.54
1964-06-01,1964,6,2,Summer,East Asia,China,19.05,85.44,56.44,320.94,23.14
1964-07-01,1964,7,3,Summer,East Asia,China,17.66,84.94,60.46,320.33,20.92
1964-08-01,1964,8,3,Summer,East Asia,China,18.5,98.12,64.65,319.63,21.76
1964-09-01,1964,9,3,Autumn,East Asia,China,16.12,49.67,54.73,320.06,21.07
1964-10-01,1964,10,4,Autumn,East Asia,China,14.72,75.64,53.93,320.61,22.68
1964-11-01,1964,11,4,Autumn,East Asia,China,10.99,46.27,59.52,321.08,24.31
1964-12-01,1964,12,4,Winter,East Asia,China,8.08,44.51,62.46,320.53,24.39
1965-01-01,1965,1,1,Winter,East Asia,China,8.75,38.16,58.61,320.94,22.26
1965-02-01,1965,2,1,Winter,East Asia,China,8.81,29.25,65.17,321.95,22.41
1965-03-01,1965,3,1,Spring,East Asia,China,10.99,57.18,62.96,321.42,22.49
1965-04-01,1965,4,2,Spring,East Asia,China,14.86,39.19,57.71,321.58,22.1
1965-05-01,1965,5,2,Spring,East Asia,China,15.93,67.48,67.62,321.62,23.38
1965-06-01,1965,6,2,Summer,East Asia,China,19.21,78.09,67.07,321.75,27.85
1965-07-01,1965,7,3,Summer,East Asia,China,18.97,99.3,57.67,321.5,22.73
1965-08-01,1965,8,3,Summer,East Asia,China,18.38,89.86,56.42,321.65,25.48
1965-09-01,1965,9,3,Autumn,East Asia,China,16.53,58.83,54.66,321.9,27.08
1965-10-01,1965,10,4,Autumn,East Asia,China,14.37,40.54,56.68,321.38,21.7
1965-11-01,1965,11,4,Autumn,East Asia,China,11.91,26.71,49.91,321.42,23.36
1965-12-01,1965,12,4,Winter,East Asia,China,9.36,40.7,63.88,321.04,26.07
1966-01-01,1966,1,1,Winter,East Asia,China,8.39,43.9,51.38,323.1,24.71
1966-02-01,1966,2,1,Winter,East Asia,China,10.19,24.88,58.15,322.67,25.52
1966-03-01,1966,3,1,Spring,East Asia,China,12.01,67.9,55.32,323.47,28.08
1966-04-01,1966,4,2,Spring,East Asia,China,12.99,66.61,62.79,323.0,20.37
1966-05-01,1966,5,2,Spring,East Asia,China,17.03,53.05,57.11,323.08,26.15
1966-06-01,1966,6,2,Summer,East Asia,China,17.25,76.61,58.49,323.5,30.86
1966-07-01,1966,7,3,Summer,East Asia,China,17.29,99.41,52.57,323.51,21.18
1966-08-01,1966,8,3,Summer,East Asia,China,17.22,83.64,57.62,323.23,25.45
1966-09-01,1966,9,3,Autumn,East Asia,China,15.62,51.64,61.64,323.08,27.49
1966-10-01,1966,10,4,Autumn,East Asia,China,12.99,36.7,57.83,323.62,24.48
1966-11-01,1966,11,4,Autumn,East Asia,China,10.57,32.6,66.79,322.69,21.82
1966-12-01,1966,12,4,Winter,East Asia,China,9.33,15.95,64.37,323.35,26.7
1967-01-01,1967,1,1,Winter,East Asia,China,9.06,34.25,52.68,324.39,22.57
1967-02-01,1967,2,1,Winter,East Asia,China,9.7,50.75,65.38,324.6,28.27
1967-03-01,1967,3,1,Spring,East Asia,China,11.22,48.81,60.37,324.3,26.31
1967-04-01,1967,4,2,Spring,East Asia,China,13.44,50.43,61.18,324.8,22.54
1967-05-01,1967,5,2,Spring,East Asia,China,16.84,60.22,58.08,325.02,27.92
1967-06-01,1967,6,2,Summer,East Asia,China,18.33,104.71,54.48,324.06,23.33
1967-07-01,1967,7,3,Summer,East Asia,China,18.25,70.45,56.96,324.23,27.85
1967-08-01,1967,8,3,Summer,East Asia,China,18.0,83.48,60.95,324.74,23.19
1967-09-01,1967,9,3,Autumn,East Asia,China,15.27,41.85,52.55,324.15,25.72
1967-10-01,1967,10,4,Autumn,East Asia,China,12.83,48.43,51.87,324.52,26.78
1967-11-01,1967,11,4,Autumn,East Asia,China,11.04,42.13,50.29,324.2,24.28
1967-12-01,1967,12,4,Winter,East Asia,China,8.62,36.81,65.13,324.77,22.54
1968-01-01,1968,1,1,Winter,East Asia,China,9.16,42.98,53.97,326.14,26.52
1968-02-01,1968,2,1,Winter,East Asia,China,8.29,46.96,59.08,325.71,26.89
1968-03-01,1968,3,1,Spring,East Asia,China,10.91,60.65,57.78,325.87,28.07
1968-04-01,1968,4,2,Spring,East Asia,China,13.39,50.25,46.95,326.03,23.36
1968-05-01,1968,5,2,Spring,East Asia,China,16.45,70.04,61.01,325.32,26.8
1968-06-01,1968,6,2,Summer,East Asia,China,19.0,102.69,62.94,325.93,23.98
1968-07-01,1968,7,3,Summer,East Asia,China,18.99,94.28,60.8,325.55,26.48
1968-08-01,1968,8,3,Summer,East Asia,China,17.88,92.68,60.47,325.57,22.97
1968-09-01,1968,9,3,Autumn,East Asia,China,16.87,93.13,60.24,325.27,24.68
1968-10-01,1968,10,4,Autumn,East Asia,China,13.93,68.62,51.94,325.75,27.59
1968-11-01,1968,11,4,Autumn,East Asia,China,11.4,38.25,50.18,326.05,30.37
1968-12-01,1968,12,4,Winter,East Asia,China,8.87,40.42,55.63,325.46,30.08
1969-01-01,1969,1,1,Winter,East Asia,China,8.96,41.37,65.51,326.73,26.84
1969-02-01,1969,2,1,Winter,East Asia,China,9.48,35.82,61.92,327.08,25.52
1969-03-01,1969,3,1,Spring,East Asia,China,11.52,55.87,62.67,327.31,29.88
1969-04-01,1969,4,2,Spring,East Asia,China,14.51,57.94,54.42,327.27,27.5
1969-05-01,1969,5,2,Spring,East Asia,China,17.63,80.7,61.16,327.3,28.24
1969-06-01,1969,6,2,Summer,East Asia,China,16.82,81.63,58.51,327.24,29.91
